127.0.0.1 - - [28/Aug/2017:19:16:47 +0900] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:00 +0900] "GET /JspSemi/js/swiper.min.js HTTP/1.1" 200 96419
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:00 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:01 +0900] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:02 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:04 +0900] "GET /JspSemi/pjoin.com HTTP/1.1" 200 5090
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:04 +0900] "GET /JspSemi/js/jquery-3.2.1.js HTTP/1.1" 200 268039
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:04 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:04 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:04 +0900] "GET /JspSemi/js/pmjoin.js HTTP/1.1" 200 4800
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:04 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 200 1798
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:04 +0900] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:04 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:06 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:08 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:10 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:11 +0900] "GET /JspSemi/MemberIdCheckAction.com?p_id=sungwoo808 HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:11 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:11 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:12 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:15 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:17 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:19 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:21 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:23 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:25 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:27 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:27 +0900] "POST /JspSemi/pjoinProcess.com HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:28 +0900] "GET /JspSemi/login.com HTTP/1.1" 200 2033
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:28 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:28 +0900] "GET /JspSemi/css/login.css HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:28 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:29 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:31 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "POST /JspSemi/loginProcess.com HTTP/1.1" 200 5482
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/image/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/css/swiper.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/image/banner/main1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/image/banner/main2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/image/banner/main3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/js/swiper.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:33 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:35 +0900] "GET /JspSemi/chatting/ChatLogin HTTP/1.1" 200 213
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:35 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:35 +0900] "GET /JspSemi/semi/chatting/ChatInput?id=sungwoo808 HTTP/1.1" 200 506
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:35 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:37 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:37 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:39 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:39 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:41 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:41 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:43 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:43 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sumin0914 HTTP/1.1" 200 366
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:45 +0900] "POST /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:45 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:47 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:47 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:49 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:49 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:50 +0900] "POST /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 408
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:51 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 408
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:52 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 408
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:53 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 408
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:54 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 408
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:55 +0900] "GET /JspSemi/semi/chatting/ChatServlet?id=sungwoo808 HTTP/1.1" 200 408
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:55 +0900] "POST /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:56 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:57 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:58 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:20:59 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:00 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:01 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:03 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:03 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 426
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:04 +0900] "POST /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 455
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:05 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 455
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:06 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 455
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:07 +0900] "GET /JspSemi/semi/chatting/ChatServlet HTTP/1.1" 200 455
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:13 +0900] "GET /JspSemi/eventBoard.bo HTTP/1.1" 200 11448
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:13 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:13 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:13 +0900] "GET /JspSemi/js/jquery-3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:13 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:17 +0900] "GET /JspSemi/PMyPage.com HTTP/1.1" 200 3577
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:17 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:17 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:17 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:24 +0900] "GET /JspSemi/ManageResume.re HTTP/1.1" 200 4147
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:24 +0900] "GET /JspSemi/js/jquery-3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:24 +0900] "GET /JspSemi/js/resume.js HTTP/1.1" 200 679
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:24 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:24 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:24 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:30 +0900] "GET /JspSemi/rvBoardList.bo HTTP/1.1" 200 5319
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:30 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:30 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:30 +0900] "GET /JspSemi/js/jquery-3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:30 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:31 +0900] "GET /JspSemi/sbBoardList.bo HTTP/1.1" 200 4784
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:31 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:31 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:31 +0900] "GET /JspSemi/js/jquery-3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:31 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/rvBoardList.bo HTTP/1.1" 200 5319
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/js/jquery-3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/sbBoardList.bo HTTP/1.1" 200 4784
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/js/jquery-3.2.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:33 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:37 +0900] "GET /JspSemi/sbBoardWrite.bo HTTP/1.1" 200 3941
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:37 +0900] "GET /JspSemi/js/jquery-3.2.1.min.js HTTP/1.1" 200 86659
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:37 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:37 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:37 +0900] "GET /JspSemi/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:37 +0900] "GET /JspSemi/js/sbwrite2.js HTTP/1.1" 200 438
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:40 +0900] "POST /JspSemi/sbBoardAddAction.bo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:40 +0900] "GET /JspSemi/sbBoardList.bo HTTP/1.1" 200 5322
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:40 +0900] "GET /JspSemi/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Aug/2017:19:21:40 +0900] "GET /JspSemi/css/top.css HTTP/1.1" 304 -
